time_boot_ms,press_abs,press_diff,temperature
200,1007.9293212890625,-1.066796037779996e+31,2958
390,1007.934814453125,-1.066796037779996e+31,2957
1370,1007.8665161132812,-1.066796037779996e+31,2957
1380,1007.8665161132812,-1.066796037779996e+31,2957
1390,1007.8665161132812,-1.066796037779996e+31,2957
1400,1007.8771362304688,-1.066796037779996e+31,2957
1410,1007.8771362304688,-1.066796037779996e+31,2957
1420,1007.8771362304688,-1.066796037779996e+31,2957
1450,1007.8546142578125,-1.066796037779996e+31,2958
1490,1007.8695068359375,-1.066796037779996e+31,2957
1510,1007.88134765625,-1.066796037779996e+31,2958
2390,1007.9220581054688,-1.066796037779996e+31,2958
2420,1007.9220581054688,-1.066796037779996e+31,2958
2450,1007.8923950195312,-1.066796037779996e+31,2958
2500,1007.8948974609375,-1.066796037779996e+31,2958
2520,1007.8974609375,-1.066796037779996e+31,2957
3400,1007.9161376953125,-1.066796037779996e+31,2958
3420,1007.876708984375,-1.066796037779996e+31,2957
3450,1007.8970947265625,-1.066796037779996e+31,2957
3500,1007.9229125976562,-1.066796037779996e+31,2958
3520,1007.9080810546875,-1.066796037779996e+31,2958
4400,1007.8694458007812,-1.066796037779996e+31,2959
4420,1007.8829956054688,-1.066796037779996e+31,2959
4460,1007.8511962890625,-1.066796037779996e+31,2958
4500,1007.9177856445312,-1.066796037779996e+31,2959
4520,1007.8864135742188,-1.066796037779996e+31,2959
5400,1007.9021606445312,-1.066796037779996e+31,2958
5420,1007.9004516601562,-1.066796037779996e+31,2957
5460,1007.8788452148438,-1.066796037779996e+31,2956
5500,1007.8958129882812,-1.066796037779996e+31,2956
5530,1007.8623046875,-1.066796037779996e+31,2957
6410,1007.894287109375,-1.066796037779996e+31,2951
6430,1007.8905029296875,-1.066796037779996e+31,2951
6460,1007.9100341796875,-1.066796037779996e+31,2951
6510,1007.8824462890625,-1.066796037779996e+31,2950
6530,1007.9031982421875,-1.066796037779996e+31,2951
7410,1007.8991088867188,-1.066796037779996e+31,2946
7430,1007.8991088867188,-1.066796037779996e+31,2946
