time_boot_ms,luminosity
724760,0
724890,0
725020,0
725150,0
725280,0
725420,0
725550,0
725700,0
725830,0
725980,0
726110,0
726240,0
726370,0
726500,0
726630,0
726760,0
726900,0
727070,0
727200,0
727330,0
727470,0
727600,0
727730,0
727860,0
727990,0
728120,0
728250,0
728390,0
728520,0
728650,0
728780,0
728910,0
729040,0
729170,0
729300,0
729430,0
729570,0
729710,0
729840,0
729990,0
730130,0
730270,0
730400,0
730560,0
730690,0
730820,0
730950,0
731090,0
731220,0
731360,0
731500,0
731630,0
731760,0
731890,0
732020,0
732150,0
732280,0
732420,0
732550,0
732680,0
732810,0
732940,0
733070,0
733200,0
733330,0
733470,0
733600,0
733740,0
733880,0
734040,0
734170,0
734310,0
734440,0
734570,0
734700,0
734840,0
734990,0
735130,0
735260,0
735390,0
735520,0
735650,0
735780,0
735910,0
736040,0
736180,0
736310,0
736450,0
736580,0
736710,0
736840,0
736990,0
737120,0
737250,0
737380,0
737540,0
737670,0
737810,0
738080,0
738210,0
738340,0
738490,0
738630,0
738760,0
738890,0
739020,0
739160,0
739300,0
739430,0
739560,0
739690,0
739820,0
739960,0
740090,0
740220,0
740350,0
740500,0
740630,0
740770,0
740910,0
741040,0
741170,0
741300,0
741430,0
741570,0
741700,0
741840,0
741990,0
742120,0
742250,0
742380,0
742510,0
742640,0
742770,0
742910,0
743040,0
743180,0
743310,0
743440,0
743570,0
743700,0
743840,0
743990,0
744120,0
744250,0
744380,0
744520,0
744650,0
744780,0
744910,0
745040,0
745170,0
745300,0
745430,0
745560,0
745690,0
745830,0
745970,0
746100,0
746230,0
746360,0
746490,0
746620,0
746750,0
746880,0
747020,0
747160,0
747290,0
747420,0
747550,0
747680,0
747840,0
747990,0
748120,0
748250,0
748390,0
748530,0
748660,0
748790,0
748920,0
749050,0
749180,0
749310,0
749440,0
749570,0
749700,0
749840,0
749990,0
750130,0
750260,0
750390,0
750520,0
750650,0
750780,0
750910,0
751040,0
751180,0
751340,0
751490,0
751620,0
751750,0
752110,0
752240,0
752370,0
752500,0
752630,0
752770,0
752900,0
753030,0
753160,0
753290,0
753420,0
753550,0
753690,0
753820,0
753950,0
754100,0
754230,0
754360,0
754490,0
754620,0
754750,0
754880,0
755040,0
755170,0
755300,0
755440,0
755600,0
755730,0
755860,0
755990,0
756120,0
756250,0
756380,0
756510,0
756640,0
756780,0
756910,0
757040,0
757170,0
757300,0
757430,0
757570,0
757700,0
757830,0
757960,0
758100,0
758230,0
758390,0
758520,0
758650,0
758780,0
758910,0
759040,0
759170,0
759300,0
759440,0
759590,0
759720,0
759860,0
759990,0
760120,0
760250,0
760380,0
760510,0
760640,0
760780,0
760910,0
761040,0
761170,0
761300,0
761440,0
761590,0
761720,0
761880,0
762010,0
762160,0
762290,0
762420,0
762550,0
762680,0
762810,0
762940,0
763090,0
763220,0
763350,0
763490,0
763620,0
763750,0
763880,0
764020,0
764150,0
764290,0
764420,0
764550,0
764680,0
764820,0
764950,0
765090,0
765250,0
765380,0
765510,0
765780,0
765910,0
766040,0
766180,0
766310,0
766440,0
766590,0
766730,0
766860,0
766990,0
767120,0
767250,0
767380,0
767520,0
767650,0
767780,0
767910,0
768040,0
768170,0
768310,0
768440,0
768610,0
768740,0
768890,0
769020,0
769150,0
769280,0
769410,0
769540,0
769670,0
769800,0
769930,0
770070,0
770210,0
770340,0
770470,0
770600,0
770730,0
770870,0
771000,0
771130,0
771270,0
771400,0
771540,0
771680,0
771810,0
771940,0
772110,0
772240,0
772370,0
772500,0
772630,0
772760,0
772900,0
773030,0
773160,0
773290,0
773420,0
773560,0
773690,0
773820,0
773950,0
774080,0
774220,0
774350,0
774480,0
774610,0
774740,0
774870,0
775000,0
775130,0
775260,0
775390,0
775560,0
775690,0
775830,0
775960,0
776090,0
776220,0
776350,0
776480,0
776610,0
776750,0
776890,0
777020,0
777150,0
777280,0
777410,0
777540,0
777680,0
777810,0
777940,0
778090,0
778240,0
778380,0
778510,0
778640,0
778770,0
778930,0
779070,0
779200,0
779330,0
779460,0
779600,0
779730,0
779860,0
779990,0
780120,0
780260,0
780400,0
780530,0
780660,0
780790,0
780940,0
781080,0
781210,0
781340,0
781470,0
781600,0
781730,0
781860,0
782000,0
782130,0
782300,0
782430,0
782570,0
782700,0
782840,0
782980,0
783110,0
783240,0
783370,0
783500,0
783640,0
783770,0
783900,0
784030,0
784160,0
784290,0
784420,0
784550,0
784680,0
784810,0
784960,0
785090,0
785230,0
785360,0
785490,0
785650,0
785780,0
785910,0
786040,0
786170,0
786310,0
786440,0
786590,0
786720,0
786850,0
786980,0
787120,0
787250,0
787380,0
787510,0
787650,0
787780,0
787910,0
788050,0
788180,0
788310,0
788440,0
788590,0
788720,0
788860,0
789000,0
789130,0
789260,0
789400,0
789540,0
789680,0
789810,0
789940,0
790090,0
790220,0
790360,0
790490,0
790620,0
790750,0
790880,0
791010,0
791140,0
791270,0
791410,0
791540,0
791680,0
791810,0
791940,0
792090,0
792230,0
792360,0
792520,0
792650,0
792780,0
792910,0
793050,0
793180,0
793310,0
793440,0
793600,0
793730,0
793860,0
793990,0
794120,0
794250,0
794390,0
794520,0
794650,0
794780,0
794920,0
795050,0
795180,0
795310,0
795440,0
795590,0
795760,0
795890,0
796020,0
796150,0
796280,0
796410,0
796540,0
796670,0
796800,0
796940,0
797100,0
797230,0
797360,0
797490,0
797620,0
797750,0
797890,0
798020,0
798150,0
798280,0
798420,0
798550,0
798680,0
798810,0
798940,0
799080,0
799240,0
799370,0
799500,0
799630,0
799770,0
799900,0
800030,0
800160,0
800290,0
800420,0
800550,0
800680,0
800840,0
800970,0
801110,0
801240,0
801370,0
801500,0
801630,0
801760,0
801890,0
802020,0
802150,0
802280,0
802420,0
802580,0
802710,0
802840,0
802970,0
803110,0
803240,0
803370,0
803500,0
803630,0
803770,0
803900,0
804030,0
804160,0
804290,0
804420,0
804550,0
804810,0
804940,0
805090,0
805220,0
805350,0
805480,0
805610,0
805740,0
805870,0
806030,0
806160,0
806310,0
806450,0
806590,0
806720,0
807090,0
807220,0
807350,0
807480,0
807610,0
807740,0
807870,0
808020,0
808150,0
808290,0
808420,0
808550,0
808680,0
808810,0
808940,0
809070,0
809200,0
809340,0
809470,0
809630,0
809770,0
809900,0
810030,0
810160,0
810290,0
810420,0
810550,0
810700,0
810830,0
810960,0
811100,0
811230,0
811360,0
811490,0
811620,0
811750,0
811880,0
812020,0
812150,0
812290,0
812430,0
812560,0
812690,0
812850,0
812980,0
813110,0
813240,0
813380,0
813510,0
813640,0
813790,0
813930,0
814060,0
814190,0
814320,0
814450,0
814580,0
814720,0
814850,0
814980,0
815110,0
815240,0
815370,0
815500,0
815630,0
815780,0
815910,0
816050,0
816210,0
816340,0
816480,0
816610,0
816740,0
816870,0
817010,0
817140,0
817280,0
817420,0
817550,0
817680,0
817810,0
817940,0
818070,0
818200,0
818330,0
818460,0
818590,0
818730,0
818860,0
819000,0
819130,0
819270,0
819400,0
819560,0
819690,0
819820,0
819950,0
820090,0
820220,0
820350,0
820490,0
820620,0
820760,0
820890,0
821020,0
821150,0
821290,0
821430,0
821570,0
821700,0
821830,0
821960,0
822090,0
822220,0
822350,0
822480,0
822610,0
822750,0
822910,0
823040,0
823170,0
823300,0
823430,0
823560,0
823690,0
823820,0
823950,0
824090,0
824220,0
824350,0
824480,0
824610,0
824740,0
824870,0
825000,0
825140,0
825290,0
825430,0
825560,0
825690,0
825820,0
825950,0
826090,0
826250,0
826380,0
826510,0
826640,0
826800,0
826930,0
827060,0
827190,0
827320,0
827460,0
827590,0
827720,0
827850,0
827980,0
828120,0
828250,0
828380,0
828510,0
828640,0
828790,0
828920,0
829050,0
829180,0
829310,0
829480,0
829610,0
829750,0
829880,0
830010,0
830140,0
830290,0
830420,0
830550,0
830690,0
830830,0
830970,0
831100,0
831230,0
831360,0
831490,0
831620,0
831770,0
831900,0
832030,0
832170,0
832300,0
832430,0
832560,0
832690,0
832850,0
832980,0
833110,0
833240,0
833370,0
833510,0
833640,0
833790,0
833920,0
834050,0
834180,0
834310,0
834450,0
834580,0
834710,0
834850,0
834980,0
835110,0
835250,0
835380,0
835510,0
835640,0
835790,0
835930,0
836060,0
836230,0
836360,0
836490,0
836620,0
836750,0
836880,0
837010,0
837140,0
837290,0
837420,0
837560,0
837690,0
837820,0
837950,0
838080,0
838210,0
838340,0
838470,0
838600,0
838730,0
838870,0
839010,0
839140,0
839290,0
839420,0
839580,0
839710,0
839840,0
839970,0
840110,0
840250,0
840380,0
840510,0
840640,0
840790,0
840960,0
841090,0
841220,0
841360,0
841490,0
841630,0
841770,0
841900,0
842030,0
842170,0
842300,0
842430,0
842560,0
842690,0
842850,0
842990,0
843120,0
843250,0
843380,0
843510,0
843640,0
843800,0
843970,0
844100,0
844230,0
844390,0
844520,0
844650,0
844790,0
844970,0
845100,0
845230,0
845360,0
845490,0
845620,0
845770,0
845980,0
846110,0
846240,0
846370,0
846500,0
846630,0
846770,0
846900,0
847030,0
847170,0
847300,0
847430,0
847560,0
847690,0
847820,0
847980,0
848110,0
848240,0
848370,0
848510,0
848650,0
848800,0
848990,0
849130,0
849270,0
849400,0
849530,0
849690,0
849820,0
