time_boot_ms,press_abs,press_diff,temperature
514940,994.0827026367188,1.10373345771153e-19,2928
515350,994.0819091796875,1.10373345771153e-19,2930
515490,994.0401000976562,1.10373345771153e-19,2929
515620,994.0377807617188,1.10373345771153e-19,2930
515750,994.06494140625,1.10373345771153e-19,2930
515890,994.0419311523438,1.10373345771153e-19,2931
516020,994.07958984375,1.10373345771153e-19,2931
516150,994.076904296875,1.10373345771153e-19,2931
516290,994.0806884765625,1.10373345771153e-19,2932
516420,994.0731811523438,1.10373345771153e-19,2931
516550,994.063720703125,1.10373345771153e-19,2932
516690,994.0810546875,1.10373345771153e-19,2932
516830,994.0512084960938,1.10373345771153e-19,2932
516960,994.0885620117188,1.10373345771153e-19,2932
517090,994.0576782226562,1.10373345771153e-19,2932
517220,994.065185546875,1.10373345771153e-19,2933
517350,994.0391235351562,1.10373345771153e-19,2933
517480,994.0625,1.10373345771153e-19,2933
517610,994.0828247070312,1.10373345771153e-19,2933
517740,994.074462890625,1.10373345771153e-19,2934
517880,994.0510864257812,1.10373345771153e-19,2935
518010,994.1030883789062,1.10373345771153e-19,2935
518170,994.07861328125,1.10373345771153e-19,2935
518300,994.0653686523438,1.10373345771153e-19,2935
518430,994.0691528320312,1.10373345771153e-19,2935
518560,994.0559692382812,1.10373345771153e-19,2936
518690,994.080078125,1.10373345771153e-19,2936
518820,994.062744140625,1.10373345771153e-19,2936
518960,994.0521850585938,1.10373345771153e-19,2935
519090,994.042724609375,1.10373345771153e-19,2936
519220,994.0332641601562,1.10373345771153e-19,2936
519350,994.0570068359375,1.10373345771153e-19,2936
519490,994.0615234375,1.10373345771153e-19,2937
519620,994.0814819335938,1.10373345771153e-19,2937
519750,994.027587890625,1.10373345771153e-19,2937
519880,994.0833129882812,1.10373345771153e-19,2938
520010,994.0656127929688,1.10373345771153e-19,2938
520140,994.0460205078125,1.10373345771153e-19,2938
520290,994.07763671875,1.10373345771153e-19,2939
520430,994.0946044921875,1.10373345771153e-19,2939
520560,994.0504760742188,1.10373345771153e-19,2939
520690,994.041748046875,1.10373345771153e-19,2940
520830,994.06103515625,1.10373345771153e-19,2939
520960,994.0515747070312,1.10373345771153e-19,2940
521090,994.0508422851562,1.10373345771153e-19,2939
521220,994.0658569335938,1.10373345771153e-19,2940
521360,994.0206909179688,1.10373345771153e-19,2940
521490,994.0624389648438,1.10373345771153e-19,2940
521620,994.0801391601562,1.10373345771153e-19,2941
521750,994.0865478515625,1.10373345771153e-19,2941
521880,994.0594482421875,1.10373345771153e-19,2941
522010,994.0978393554688,1.10373345771153e-19,2941
522150,994.0687866210938,1.10373345771153e-19,2942
522290,994.060546875,1.10373345771153e-19,2941
522420,994.0778198242188,1.10373345771153e-19,2942
522550,994.0850219726562,1.10373345771153e-19,2942
522680,994.054443359375,1.10373345771153e-19,2942
522810,994.0687866210938,1.10373345771153e-19,2942
522940,994.0291137695312,1.10373345771153e-19,2943
523080,994.0800170898438,1.10373345771153e-19,2943
523220,994.0596923828125,1.10373345771153e-19,2943
523350,994.0841674804688,1.10373345771153e-19,2944
523490,994.0645141601562,1.10373345771153e-19,2944
523620,994.07470703125,1.10373345771153e-19,2944
523750,994.0607299804688,1.10373345771153e-19,2944
523880,994.0946655273438,1.10373345771153e-19,2944
524010,994.0882568359375,1.10373345771153e-19,2944
524140,994.087890625,1.10373345771153e-19,2944
524290,994.0502319335938,1.10373345771153e-19,2944
524420,994.0909423828125,1.10373345771153e-19,2944
524550,994.0863037109375,1.10373345771153e-19,2945
524680,994.04345703125,1.10373345771153e-19,2944
524820,994.0927124023438,1.10373345771153e-19,2945
524960,994.0464477539062,1.10373345771153e-19,2943
525090,994.073974609375,1.10373345771153e-19,2944
525220,994.0482788085938,1.10373345771153e-19,2945
525350,994.0584716796875,1.10373345771153e-19,2945
525500,994.0112915039062,1.10373345771153e-19,2945
525630,994.007568359375,1.10373345771153e-19,2945
525770,994.052734375,1.10373345771153e-19,2945
525910,994.0609741210938,1.10373345771153e-19,2946
526040,994.0459594726562,1.10373345771153e-19,2945
526180,994.0127563476562,1.10373345771153e-19,2946
526310,994.0447387695312,1.10373345771153e-19,2947
526440,994.0372314453125,1.10373345771153e-19,2946
526570,994.0617065429688,1.10373345771153e-19,2947
526700,994.0491943359375,1.10373345771153e-19,2948
526830,994.0699462890625,1.10373345771153e-19,2948
526960,994.0601196289062,1.10373345771153e-19,2948
527090,994.0446166992188,1.10373345771153e-19,2949
527220,994.0543823242188,1.10373345771153e-19,2949
527360,994.0932006835938,1.10373345771153e-19,2950
527500,994.0415649414062,1.10373345771153e-19,2949
527630,994.0581665039062,1.10373345771153e-19,2949
527770,994.0921020507812,1.10373345771153e-19,2949
527900,994.0890502929688,1.10373345771153e-19,2949
528030,994.069091796875,1.10373345771153e-19,2950
528170,994.0578002929688,1.10373345771153e-19,2949
528300,994.065673828125,1.10373345771153e-19,2950
528430,994.0615844726562,1.10373345771153e-19,2949
528560,994.0720825195312,1.10373345771153e-19,2949
528690,994.0799560546875,1.10373345771153e-19,2950
528830,994.0355224609375,1.10373345771153e-19,2950
528970,994.0675048828125,1.10373345771153e-19,2951
529100,994.0403442382812,1.10373345771153e-19,2951
529250,994.0806884765625,1.10373345771153e-19,2951
529380,994.0855102539062,1.10373345771153e-19,2952
529520,994.0760498046875,1.10373345771153e-19,2952
529650,994.0734252929688,1.10373345771153e-19,2953
529790,994.0489501953125,1.10373345771153e-19,2952
530210,994.1121826171875,1.10373345771153e-19,2954
530340,994.05712890625,1.10373345771153e-19,2953
530470,994.0469970703125,1.10373345771153e-19,2953
530610,994.0650024414062,1.10373345771153e-19,2954
530740,994.0861206054688,1.10373345771153e-19,2954
530870,994.0796508789062,1.10373345771153e-19,2955
531000,994.0416259765625,1.10373345771153e-19,2954
531130,994.0325317382812,1.10373345771153e-19,2955
531270,994.056640625,1.10373345771153e-19,2955
531400,994.0291137695312,1.10373345771153e-19,2955
531540,994.0359497070312,1.10373345771153e-19,2955
531910,994.0438232421875,1.10373345771153e-19,2956
532040,994.0305786132812,1.10373345771153e-19,2956
532170,994.0448608398438,1.10373345771153e-19,2956
532300,994.0336303710938,1.10373345771153e-19,2956
532430,994.0595092773438,1.10373345771153e-19,2957
532560,994.0490112304688,1.10373345771153e-19,2957
532690,994.0493774414062,1.10373345771153e-19,2957
532820,994.040283203125,1.10373345771153e-19,2958
532950,994.082763671875,1.10373345771153e-19,2959
533110,994.0722045898438,1.10373345771153e-19,2959
533240,994.0729370117188,1.10373345771153e-19,2959
533390,994.0582885742188,1.10373345771153e-19,2959
533520,994.0725708007812,1.10373345771153e-19,2959
533650,994.0431518554688,1.10373345771153e-19,2960
533780,994.0458374023438,1.10373345771153e-19,2959
533910,994.0227661132812,1.10373345771153e-19,2960
534040,994.0404663085938,1.10373345771153e-19,2960
534170,994.0645751953125,1.10373345771153e-19,2961
534310,994.0879516601562,1.10373345771153e-19,2960
534450,994.047607421875,1.10373345771153e-19,2961
534580,994.0472412109375,1.10373345771153e-19,2960
534710,994.0360107421875,1.10373345771153e-19,2960
534840,994.0506591796875,1.10373345771153e-19,2960
534970,994.0167236328125,1.10373345771153e-19,2960
535100,994.0578002929688,1.10373345771153e-19,2961
535240,994.0340576171875,1.10373345771153e-19,2961
535390,994.0460205078125,1.10373345771153e-19,2962
535520,994.0840454101562,1.10373345771153e-19,2962
535650,994.029052734375,1.10373345771153e-19,2962
535790,994.0527954101562,1.10373345771153e-19,2962
535930,994.047119140625,1.10373345771153e-19,2963
536070,994.0654907226562,1.10373345771153e-19,2964
536200,994.076416015625,1.10373345771153e-19,2964
536330,994.0386962890625,1.10373345771153e-19,2964
536460,994.0552978515625,1.10373345771153e-19,2964
536590,994.025146484375,1.10373345771153e-19,2964
536720,994.0315551757812,1.10373345771153e-19,2964
536880,994.0808715820312,1.10373345771153e-19,2965
537010,994.0357055664062,1.10373345771153e-19,2964
537150,994.0390625,1.10373345771153e-19,2964
537280,994.0560302734375,1.10373345771153e-19,2964
537410,994.0612182617188,1.10373345771153e-19,2966
537540,994.0924682617188,1.10373345771153e-19,2966
537670,994.0785522460938,1.10373345771153e-19,2966
537800,994.0555419921875,1.10373345771153e-19,2966
537930,994.06982421875,1.10373345771153e-19,2967
538060,994.0653686523438,1.10373345771153e-19,2966
538190,994.0603637695312,1.10373345771153e-19,2967
538320,994.0573120117188,1.10373345771153e-19,2968
538460,994.0264282226562,1.10373345771153e-19,2967
538590,994.05126953125,1.10373345771153e-19,2968
538730,994.0553588867188,1.10373345771153e-19,2969
538870,994.0458984375,1.10373345771153e-19,2969
539000,994.068603515625,1.10373345771153e-19,2968
539130,994.0534057617188,1.10373345771153e-19,2970
539540,994.0499877929688,1.10373345771153e-19,2970
539680,994.0564575195312,1.10373345771153e-19,2969
539820,994.0360717773438,1.10373345771153e-19,2969
539950,994.0473022460938,1.10373345771153e-19,2970
540100,994.0368041992188,1.10373345771153e-19,2970
540230,994.0748291015625,1.10373345771153e-19,2970
540370,994.02392578125,1.10373345771153e-19,2970
540520,994.0691528320312,1.10373345771153e-19,2971
540650,994.0728759765625,1.10373345771153e-19,2971
540780,994.0555419921875,1.10373345771153e-19,2971
540910,994.0657348632812,1.10373345771153e-19,2971
541040,994.0325317382812,1.10373345771153e-19,2972
541180,994.0498657226562,1.10373345771153e-19,2972
541310,994.088623046875,1.10373345771153e-19,2973
541440,994.0448608398438,1.10373345771153e-19,2973
541570,994.0475463867188,1.10373345771153e-19,2973
541700,994.0628662109375,1.10373345771153e-19,2974
541830,994.0383911132812,1.10373345771153e-19,2973
541960,994.0557250976562,1.10373345771153e-19,2974
542100,994.0391235351562,1.10373345771153e-19,2974
542230,994.0432739257812,1.10373345771153e-19,2974
542370,994.0357666015625,1.10373345771153e-19,2974
542510,994.0884399414062,1.10373345771153e-19,2975
542640,994.0609130859375,1.10373345771153e-19,2975
542770,994.0575561523438,1.10373345771153e-19,2975
542900,994.0579223632812,1.10373345771153e-19,2975
543030,994.075927734375,1.10373345771153e-19,2976
543160,994.0650634765625,1.10373345771153e-19,2975
543300,994.0722045898438,1.10373345771153e-19,2976
543430,994.0352172851562,1.10373345771153e-19,2976
543560,994.0736083984375,1.10373345771153e-19,2977
543690,994.0604248046875,1.10373345771153e-19,2977
543830,994.0834350585938,1.10373345771153e-19,2976
543960,994.0780639648438,1.10373345771153e-19,2977
544110,994.0682983398438,1.10373345771153e-19,2978
544240,994.0621948242188,1.10373345771153e-19,2978
544400,994.1005859375,1.10373345771153e-19,2979
544530,994.066650390625,1.10373345771153e-19,2979
544670,994.0806274414062,1.10373345771153e-19,2979
544810,994.0511474609375,1.10373345771153e-19,2980
544940,994.0609741210938,1.10373345771153e-19,2980
545070,994.0704345703125,1.10373345771153e-19,2979
545210,994.0650634765625,1.10373345771153e-19,2980
545340,994.0263061523438,1.10373345771153e-19,2979
545480,994.084716796875,1.10373345771153e-19,2980
545610,994.04736328125,1.10373345771153e-19,2980
545740,994.0858154296875,1.10373345771153e-19,2980
545890,994.07861328125,1.10373345771153e-19,2980
546020,994.0213012695312,1.10373345771153e-19,2980
546150,994.0182495117188,1.10373345771153e-19,2981
546280,994.0494995117188,1.10373345771153e-19,2981
546410,994.0563354492188,1.10373345771153e-19,2981
546550,994.0702514648438,1.10373345771153e-19,2981
546680,994.0430908203125,1.10373345771153e-19,2981
546810,994.0423583984375,1.10373345771153e-19,2981
546940,994.0396728515625,1.10373345771153e-19,2981
547070,993.998046875,1.10373345771153e-19,2978
547200,994.0611572265625,1.10373345771153e-19,2982
547340,994.0380859375,1.10373345771153e-19,2983
547470,994.0275268554688,1.10373345771153e-19,2982
547600,994.0444946289062,1.10373345771153e-19,2982
547730,994.055419921875,1.10373345771153e-19,2983
547910,994.0139770507812,1.10373345771153e-19,2982
548040,994.0309448242188,1.10373345771153e-19,2982
548180,994.0482788085938,1.10373345771153e-19,2983
548310,994.0697021484375,1.10373345771153e-19,2983
548440,994.0621948242188,1.10373345771153e-19,2983
548580,994.0452270507812,1.10373345771153e-19,2983
548710,994.0557861328125,1.10373345771153e-19,2983
548840,994.090087890625,1.10373345771153e-19,2983
548980,994.0398559570312,1.10373345771153e-19,2984
549110,994.053466796875,1.10373345771153e-19,2984
549250,994.0548706054688,1.10373345771153e-19,2985
549400,994.064697265625,1.10373345771153e-19,2985
549530,994.0375366210938,1.10373345771153e-19,2985
549660,994.0130615234375,1.10373345771153e-19,2984
549790,994.0103759765625,1.10373345771153e-19,2985
549920,994.06201171875,1.10373345771153e-19,2985
550050,994.0518188476562,1.10373345771153e-19,2985
550180,994.0613403320312,1.10373345771153e-19,2985
550310,994.0419921875,1.10373345771153e-19,2985
550440,994.04541015625,1.10373345771153e-19,2985
550580,994.0257568359375,1.10373345771153e-19,2986
550720,994.0563354492188,1.10373345771153e-19,2986
550850,994.0332641601562,1.10373345771153e-19,2986
550980,994.0471801757812,1.10373345771153e-19,2987
551110,994.0016479492188,1.10373345771153e-19,2986
551240,994.0166625976562,1.10373345771153e-19,2987
551390,994.0132446289062,1.10373345771153e-19,2987
551540,994.0264892578125,1.10373345771153e-19,2986
551670,994.0166625976562,1.10373345771153e-19,2987
551800,994.04150390625,1.10373345771153e-19,2987
551940,994.0003662109375,1.10373345771153e-19,2987
552070,994.037353515625,1.10373345771153e-19,2987
552200,994.0758056640625,1.10373345771153e-19,2988
552330,994.0278930664062,1.10373345771153e-19,2987
552460,994.0313110351562,1.10373345771153e-19,2987
552590,994.0146484375,1.10373345771153e-19,2988
552720,994.0252075195312,1.10373345771153e-19,2988
552870,994.0323486328125,1.10373345771153e-19,2988
553000,994.03076171875,1.10373345771153e-19,2989
553130,993.9991455078125,1.10373345771153e-19,2989
