time_boot_ms,q1,q2,q3,q4,rollspeed,pitchspeed,yawspeed
0,-0.010306891985238,0.058170884847641,-0.731464743614197,0.676986455917358,0,0,0
0,-0.010971738956869,0.058897253125906,-0.731359899044037,0.677026689052582,0,0,0
0,-0.011783736757934,0.059683848172426,-0.731576383113861,0.676710784435272,0,0,0
0,-0.012471354566515,0.060161326080561,-0.731433987617493,0.676809847354889,0,0,0
0,-0.013397850096226,0.060820117592812,-0.731581449508667,0.676573395729065,0,0,0
0,-0.014118859544396,0.061066634953022,-0.73174524307251,0.67635977268219,0,0,0
0,-0.014439785853028,0.061778388917446,-0.731531858444214,0.676519215106964,0,0,0
0,-0.015204005874693,0.06248514726758,-0.731660068035126,0.676299095153809,0,0,0
0,-0.015854470431805,0.063606567680836,-0.731943190097809,0.675872504711151,0,0,0
0,-0.01629146002233,0.064555570483208,-0.731997013092041,0.675714015960693,0,0,0
0,-0.016924075782299,0.065519280731678,-0.732016623020172,0.675584256649017,0,0,0
0,-0.017886044457555,0.066268585622311,-0.732182145118713,0.675307273864746,0,0,0
0,-0.01846706867218,0.067035503685474,-0.732040703296661,0.675369560718536,0,0,0
0,-0.018831102177501,0.06784825026989,-0.732205033302307,0.675099730491638,0,0,0
0,-0.019325703382492,0.068381763994694,-0.732095539569855,0.6751509308815,0,0,0
0,-0.01985595934093,0.069289155304432,-0.73235547542572,0.674760699272156,0,0,0
0,-0.020461685955525,0.069880187511444,-0.732424855232239,0.674606323242188,0,0,0
0,-0.020049214363098,0.071546748280525,-0.732334077358246,0.674542486667633,0,0,0
0,-0.02116845920682,0.071717984974384,-0.732787787914276,0.673997163772583,0,0,0
0,-0.021601287648082,0.072590693831444,-0.732712030410767,0.673971891403198,0,0,0
0,-0.02214133925736,0.072813354432583,-0.732581794261932,0.674071848392487,0,0,0
0,-0.022598067298532,0.073040574789047,-0.732701301574707,0.673902988433838,0,0,0
0,-0.022823439911008,0.073290288448334,-0.732958436012268,0.673588216304779,0,0,0
0,-0.023366173729301,0.073432728648186,-0.733025550842285,0.673481106758118,0,0,0
0,-0.023737950250506,0.073916345834732,-0.733229994773865,0.673192977905273,0,0,0
0,-0.023950370028615,0.074491381645203,-0.733396112918854,0.672940731048584,0,0,0
0,-0.024094235152006,0.074874825775623,-0.733584046363831,0.672687351703644,0,0,0
0,-0.024656577035785,0.075389385223389,-0.733608365058899,0.672583520412445,0,0,0
0,-0.02539080567658,0.075953081250191,-0.733396947383881,0.672723412513733,0,0,0
0,-0.025744488462806,0.076483614742756,-0.733785390853882,0.672226369380951,0,0,0
0,-0.026076951995492,0.076934292912483,-0.733598947525024,0.672365188598633,0,0,0
0,-0.026584219187498,0.076975412666798,-0.733841717243195,0.672075986862183,0,0,0
0,-0.027284102514386,0.077646844089031,-0.733916699886322,0.671888768672943,0,0,0
0,-0.027557769790292,0.078165277838707,-0.733788132667542,0.671957492828369,0,0,0
0,-0.02807654440403,0.078478887677193,-0.7335205078125,0.672191977500916,0,0,0
0,-0.028515797108412,0.078266389667988,-0.733870267868042,0.671816229820251,0,0,0
0,-0.028894471004605,0.07916697114706,-0.733848571777344,0.671718895435333,0,0,0
0,-0.029453400522471,0.079440325498581,-0.734161734580994,0.671319425106049,0,0,0
0,-0.029717266559601,0.080273233354092,-0.734161734580994,0.671208381652832,0,0,0
0,-0.030057027935982,0.080939970910549,-0.733709990978241,0.671607196331024,0,0,0
0,-0.030019776895642,0.081426829099655,-0.733775496482849,0.671478867530823,0,0,0
0,-0.029888581484556,0.081830874085426,-0.733808815479279,0.671398758888245,0,0,0
0,-0.030159544199705,0.08211724460125,-0.734020233154297,0.671120703220367,0,0,0
0,-0.030398145318031,0.082005925476551,-0.734199643135071,0.670927405357361,0,0,0
0,-0.030752809718251,0.082434110343456,-0.734241306781769,0.670813083648682,0,0,0
0,-0.030929064378142,0.083022236824036,-0.734138906002045,0.670844376087189,0,0,0
0,-0.03153171390295,0.083366051316261,-0.734264552593231,0.670636236667633,0,0,0
0,-0.031574331223965,0.083578899502754,-0.734465777873993,0.670387148857117,0,0,0
0,-0.031798828393221,0.08342432230711,-0.733995795249939,0.67091029882431,0,0,0
0,-0.032043922692537,0.08378117531538,-0.734392404556274,0.670419812202454,0,0,0
0,-0.032259028404951,0.084396436810494,-0.734416782855987,0.670306026935577,0,0,0
0,-0.032615445554257,0.084502249956131,-0.734315395355225,0.670386016368866,0,0,0
0,-0.03266616910696,0.084974475204945,-0.734484970569611,0.670138001441956,0,0,0
0,-0.033254634588957,0.085325427353382,-0.734599351882935,0.669939339160919,0,0,0
0,-0.033238805830479,0.085325688123703,-0.734328985214233,0.67023640871048,0,0,0
0,-0.033300086855888,0.085480116307736,-0.734418272972107,0.670115768909454,0,0,0
0,-0.03345911949873,0.085988610982895,-0.734619617462158,0.66982227563858,0,0,0
0,-0.033438749611378,0.086241163313389,-0.734736979007721,0.669661700725555,0,0,0
0,-0.033524923026562,0.08636324107647,-0.734792709350586,0.669580340385437,0,0,0
0,-0.03373134508729,0.086334630846977,-0.734863817691803,0.669496297836304,0,0,0
0,-0.033764533698559,0.086741015315056,-0.734602808952331,0.66972804069519,0,0,0
0,-0.034310884773731,0.086610727012158,-0.734873235225678,0.669419765472412,0,0,0
0,-0.034831129014492,0.086959421634674,-0.735001385211945,0.669207394123077,0,0,0
0,-0.034779645502567,0.087098643183708,-0.734751760959625,0.669466555118561,0,0,0
0,-0.035324897617102,0.087602980434895,-0.734772503376007,0.669349014759064,0,0,0
0,-0.035462167114019,0.087780505418778,-0.734912157058716,0.669164896011353,0,0,0
0,-0.036058075726032,0.088126048445702,-0.735059678554535,0.668925583362579,0,0,0
0,-0.036627493798733,0.088233038783074,-0.735386729240418,0.668521225452423,0,0,0
0,-0.036824394017458,0.088544353842735,-0.735382854938507,0.668473660945892,0,0,0
0,-0.037288159132004,0.088537268340588,-0.735413372516632,0.668415188789368,0,0,0
0,-0.038084223866463,0.08926647901535,-0.735357165336609,0.6683349609375,0,0,0
0,-0.038817629218102,0.088933803141117,-0.735036909580231,0.668688893318176,0,0,0
0,-0.039170976728201,0.089411295950413,-0.73516720533371,0.668462514877319,0,0,0
0,-0.039706163108349,0.089884951710701,-0.735411882400513,0.668097913265228,0,0,0
0,-0.040286056697369,0.090222232043743,-0.735379815101624,0.668051838874817,0,0,0
