time_boot_ms,time_boot_s,xacc,xacc_g,yacc,yacc_g,zacc,zacc_g,xgyro,xgyro_dps,ygyro,ygyro_dps,zgyro,zgyro_dps,xmag,ymag,zmag
915840,915.84,-2028,-2.028,6593,6.593,-3691,-3.691,382,21.8980891719745,-313,-17.9426751592357,-104,-5.96178343949045,0,0,0
916340,916.34,-2936,-2.936,5861,5.861,-3899,-3.899,602,34.5095541401274,-3,-0.171974522292994,382,21.8980891719745,0,0,0
916840,916.84,-3164,-3.164,6005,6.005,-3939,-3.939,511,29.2929936305732,241,13.8152866242038,100,5.73248407643312,0,0,0
917340,917.34,-2790,-2.79,6151,6.151,-3776,-3.776,384,22.0127388535032,-79,-4.52866242038217,-446,-25.5668789808917,0,0,0
917840,917.84,-2819,-2.819,6017,6.017,-3804,-3.804,367,21.0382165605096,-204,-11.6942675159236,-729,-41.7898089171974,0,0,0
918340,918.34,-2885,-2.885,6370,6.37,-3849,-3.849,-442,-25.3375796178344,-45,-2.5796178343949,-46,-2.63694267515924,0,0,0
918840,918.84,-3057,-3.057,6070,6.07,-3831,-3.831,29,1.66242038216561,-119,-6.82165605095541,-169,-9.68789808917198,0,0,0
919340,919.34,-3034,-3.034,6161,6.161,-3772,-3.772,14,0.802547770700637,59,3.38216560509554,-71,-4.07006369426752,0,0,0
919840,919.84,-3200,-3.2,6332,6.332,-3715,-3.715,367,21.0382165605096,395,22.6433121019108,294,16.8535031847134,0,0,0
920340,920.34,-3121,-3.121,6122,6.122,-3820,-3.82,52,2.98089171974522,425,24.3630573248408,562,32.2165605095541,0,0,0
920840,920.84,-2973,-2.973,5914,5.914,-3809,-3.809,-140,-8.02547770700637,-157,-9,-370,-21.2101910828025,0,0,0
921340,921.34,-3142,-3.142,6341,6.341,-3831,-3.831,-158,-9.05732484076433,65,3.72611464968153,139,7.96815286624204,0,0,0
922040,922.04,-3087,-3.087,6279,6.279,-3737,-3.737,-174,-9.97452229299363,-75,-4.29936305732484,-110,-6.30573248407643,0,0,0
922540,922.54,-3059,-3.059,6214,6.214,-3847,-3.847,135,7.73885350318471,199,11.4076433121019,106,6.07643312101911,0,0,0
923040,923.04,-3066,-3.066,6227,6.227,-3843,-3.843,91,5.21656050955414,157,9,212,12.1528662420382,0,0,0
923540,923.54,-3025,-3.025,6200,6.2,-3740,-3.74,-167,-9.57324840764331,-68,-3.89808917197452,55,3.15286624203822,0,0,0
924040,924.04,-3043,-3.043,6203,6.203,-3817,-3.817,-307,-17.5987261146497,23,1.31847133757962,67,3.84076433121019,0,0,0
924540,924.54,-3018,-3.018,6237,6.237,-3837,-3.837,-63,-3.61146496815287,26,1.49044585987261,-61,-3.4968152866242,0,0,0
925040,925.04,-2967,-2.967,6225,6.225,-3829,-3.829,88,5.04458598726115,73,4.18471337579618,-13,-0.745222929936306,0,0,0
925540,925.54,-3027,-3.027,6229,6.229,-3806,-3.806,-73,-4.18471337579618,-56,-3.21019108280255,-45,-2.5796178343949,0,0,0
926040,926.04,-3035,-3.035,6250,6.25,-3838,-3.838,25,1.43312101910828,54,3.09554140127388,-51,-2.92356687898089,0,0,0
926540,926.54,-2951,-2.951,5874,5.874,-3681,-3.681,3388,194.216560509554,1141,65.4076433121019,-64,-3.6687898089172,0,0,0
927040,927.04,-134,-0.134,3710,3.71,-7941,-7.941,9502,544.700636942675,3791,217.31847133758,3719,213.191082802548,0,0,0
927540,927.54,-2476,-2.476,5272,5.272,-5300,-5.3,-3031,-173.751592356688,-4232,-242.59872611465,2111,121.012738853503,0,0,0
928040,928.04,-2422,-2.422,5369,5.369,-5530,-5.53,-1047,-60.0191082802548,3660,209.808917197452,471,27,0,0,0
928540,928.54,-1497,-1.497,5284,5.284,-5656,-5.656,-1442,-82.6624203821656,1152,66.0382165605096,219,12.5541401273885,0,0,0
929040,929.04,-1503,-1.503,5408,5.408,-5416,-5.416,-919,-52.6815286624204,792,45.4012738853503,66,3.78343949044586,0,0,0
929540,929.54,-1388,-1.388,5925,5.925,-5210,-5.21,353,20.2356687898089,-285,-16.3375796178344,59,3.38216560509554,0,0,0
930040,930.04,-1440,-1.44,5505,5.505,-5548,-5.548,-154,-8.82802547770701,-637,-36.515923566879,33,1.89171974522293,0,0,0
930540,930.54,-519,-0.519,6146,6.146,-5074,-5.074,-3269,-187.394904458599,1099,63,-1746,-100.089171974522,0,0,0
931040,931.04,-1961,-1.961,5839,5.839,-4470,-4.47,616,35.312101910828,-759,-43.5095541401274,-605,-34.6815286624204,0,0,0
931540,931.54,-1740,-1.74,5926,5.926,-4942,-4.942,647,37.0891719745223,507,29.0636942675159,491,28.1464968152866,0,0,0
932040,932.04,-1319,-1.319,5521,5.521,-5555,-5.555,4621,264.898089171975,2106,120.726114649682,2955,169.394904458599,0,0,0
932540,932.54,-971,-0.971,5028,5.028,-5944,-5.944,3029,173.636942675159,-680,-38.9808917197452,1356,77.7324840764331,0,0,0
933040,933.04,-1166,-1.166,5130,5.13,-6310,-6.31,67,3.84076433121019,68,3.89808917197452,86,4.92993630573248,0,0,0
933540,933.54,-2159,-2.159,5684,5.684,-5296,-5.296,862,49.4140127388535,-37,-2.12101910828025,-1625,-93.1528662420382,0,0,0
934040,934.04,-1629,-1.629,4458,4.458,-5704,-5.704,2572,147.43949044586,1376,78.8789808917197,4046,231.936305732484,0,0,0
934540,934.54,-3253,-3.253,5173,5.173,-3736,-3.736,-2223,-127.433121019108,-1463,-83.8662420382166,-2550,-146.178343949045,0,0,0
935040,935.04,-3419,-3.419,6000,6,-4006,-4.006,396,22.7006369426752,134,7.68152866242038,-337,-19.3184713375796,0,0,0
935540,935.54,-3379,-3.379,5937,5.937,-4108,-4.108,122,6.99363057324841,124,7.10828025477707,230,13.1847133757962,0,0,0
936040,936.04,-3354,-3.354,5708,5.708,-4158,-4.158,-343,-19.6624203821656,-169,-9.68789808917198,-154,-8.82802547770701,0,0,0
936540,936.54,-3326,-3.326,5875,5.875,-4199,-4.199,-173,-9.9171974522293,-52,-2.98089171974522,-3,-0.171974522292994,0,0,0
937040,937.04,-3335,-3.335,5762,5.762,-4100,-4.1,-142,-8.14012738853503,-173,-9.9171974522293,-92,-5.27388535031847,0,0,0
937540,937.54,-3640,-3.64,5730,5.73,-4092,-4.092,-33,-1.89171974522293,-233,-13.3566878980892,-266,-15.2484076433121,0,0,0
938040,938.04,-4389,-4.389,5231,5.231,-3790,-3.79,73,4.18471337579618,254,14.5605095541401,-52,-2.98089171974522,0,0,0
938540,938.54,-4802,-4.802,5114,5.114,-3553,-3.553,-428,-24.5350318471338,594,34.0509554140127,263,15.0764331210191,0,0,0
939040,939.04,-4466,-4.466,5347,5.347,-4120,-4.12,-245,-14.0445859872611,-126,-7.22292993630573,-583,-33.4203821656051,0,0,0
939540,939.54,-4578,-4.578,5678,5.678,-3769,-3.769,271,15.5350318471338,449,25.7388535031847,1005,57.6114649681529,0,0,0
940040,940.04,-4713,-4.713,5302,5.302,-3673,-3.673,-130,-7.45222929936306,-514,-29.4649681528662,897,51.4203821656051,0,0,0
940540,940.54,-4552,-4.552,4931,4.931,-3356,-3.356,346,19.8343949044586,-219,-12.5541401273885,542,31.0700636942675,0,0,0
941040,941.04,-3856,-3.856,5663,5.663,-4572,-4.572,-913,-52.3375796178344,1311,75.1528662420382,-1146,-65.6942675159236,0,0,0
941540,941.54,-3800,-3.8,5340,5.34,-3574,-3.574,-1353,-77.5605095541401,621,35.5987261146497,-567,-32.5031847133758,0,0,0
942040,942.04,-4349,-4.349,5899,5.899,-4719,-4.719,752,43.1082802547771,130,7.45222929936306,1752,100.433121019108,0,0,0
942540,942.54,-4084,-4.084,6239,6.239,-4361,-4.361,246,14.1019108280255,830,47.5796178343949,329,18.859872611465,0,0,0
943040,943.04,-4208,-4.208,5904,5.904,-4118,-4.118,1289,73.8917197452229,-63,-3.61146496815287,751,43.0509554140127,0,0,0
943540,943.54,-4227,-4.227,5309,5.309,-4124,-4.124,-408,-23.3885350318471,-837,-47.9808917197452,-204,-11.6942675159236,0,0,0
944040,944.04,-4649,-4.649,5633,5.633,-3686,-3.686,169,9.68789808917198,1191,68.2738853503185,2583,148.070063694268,0,0,0
944540,944.54,-4135,-4.135,6176,6.176,-4332,-4.332,154,8.82802547770701,338,19.375796178344,1260,72.2292993630573,0,0,0
946040,946.04,-3415,-3.415,4944,4.944,-3123,-3.123,-674,-38.6369426751592,-817,-46.8343949044586,-891,-51.0764331210191,0,0,0
948040,948.04,-3104,-3.104,5615,5.615,-3343,-3.343,-361,-20.6942675159236,-127,-7.28025477707006,-1114,-63.859872611465,0,0,0
948540,948.54,-3515,-3.515,5023,5.023,-3871,-3.871,-919,-52.6815286624204,-1472,-84.3821656050955,-1484,-85.0700636942675,0,0,0
949540,949.54,-3426,-3.426,5817,5.817,-4152,-4.152,-324,-18.5732484076433,207,11.8662420382166,580,33.2484076433121,0,0,0
950540,950.54,-3618,-3.618,5726,5.726,-3969,-3.969,366,20.9808917197452,384,22.0127388535032,52,2.98089171974522,0,0,0
951040,951.04,-3613,-3.613,6097,6.097,-4119,-4.119,253,14.5031847133758,175,10.031847133758,-99,-5.67515923566879,0,0,0
951540,951.54,-3444,-3.444,6302,6.302,-4372,-4.372,-98,-5.61783439490446,444,25.4522292993631,246,14.1019108280255,0,0,0
953040,953.04,-3273,-3.273,6707,6.707,-4480,-4.48,596,34.1656050955414,658,37.7197452229299,1331,76.2993630573248,0,0,0
953540,953.54,-3042,-3.042,5886,5.886,-3965,-3.965,-329,-18.859872611465,-348,-19.9490445859873,22,1.26114649681529,0,0,0
954040,954.04,-3108,-3.108,5457,5.457,-3332,-3.332,-328,-18.8025477707006,-686,-39.3248407643312,-928,-53.1974522292994,0,0,0
956540,956.54,-3013,-3.013,6799,6.799,-4191,-4.191,260,14.9044585987261,475,27.2292993630573,856,49.0700636942675,0,0,0
959540,959.54,-3119,-3.119,6591,6.591,-4330,-4.33,-330,-18.9171974522293,135,7.73885350318471,90,5.15923566878981,0,0,0
960540,960.54,-2813,-2.813,5789,5.789,-4018,-4.018,-133,-7.62420382165605,-581,-33.3057324840764,-889,-50.9617834394904,0,0,0
