time_boot_ms,q1,q2,q3,q4,rollspeed,pitchspeed,yawspeed
0,0.4660685658454895,-0.1734832525253296,-0.49155521392822266,-0.7125287055969238,0.0,0.0,0.0
0,-0.17146851122379303,0.3573884069919586,-0.6632094979286194,0.6321920156478882,0.0,0.0,0.0
0,-0.2196422815322876,0.34494316577911377,-0.7043705582618713,0.5773000717163086,0.0,0.0,0.0
0,-0.22435931861400604,0.38782888650894165,-0.6408158540725708,0.6206839680671692,0.0,0.0,0.0
0,-0.03167152404785156,0.4560154378414154,-0.6824769377708435,0.567375123500824,0.0,0.0,0.0
0,0.17952756583690643,0.7835128307342529,-0.17840895056724548,0.567460298538208,0.0,0.0,0.0
0,0.3915458619594574,-0.28389692306518555,0.2876904308795929,-0.8257860541343689,0.0,0.0,0.0
0,-0.03430438041687012,-0.4435705244541168,-0.6484857797622681,-0.6153397560119629,0.0,0.0,0.0
0,0.2950592339038849,-0.22804303467273712,-0.49419882893562317,-0.7831582427024841,0.0,0.0,0.0
0,0.34832146763801575,0.0722324326634407,-0.2453542798757553,-0.8999354839324951,0.0,0.0,0.0
0,0.31483370065689087,0.08882651478052139,-0.2394738495349884,-0.9122899770736694,0.0,0.0,0.0
0,0.23149079084396362,0.04454471543431282,-0.2176482081413269,-0.9453522562980652,0.0,0.0,0.0
0,0.14600659906864166,0.12584663927555084,-0.16133251786231995,-0.9661474823951721,0.0,0.0,0.0
0,-0.0026378880720585585,0.23835055530071259,-0.19295665621757507,-0.9500399827957153,0.0,0.0,0.0
0,-0.12551303207874298,0.3740968108177185,-0.18193955719470978,-0.8987856507301331,0.0,0.0,0.0
0,-0.3742435872554779,0.4661111533641815,-0.1944430023431778,-0.7755618095397949,0.0,0.0,0.0
0,-0.567380428314209,0.5648585557937622,-0.12156707793474197,-0.5838266611099243,0.0,0.0,0.0
0,-0.727154016494751,0.584438145160675,-0.08703828603029251,-0.34457993507385254,0.0,0.0,0.0
0,-0.7811022996902466,0.5788896679878235,-0.17338676750659943,-0.14615361392498016,0.0,0.0,0.0
0,-0.7730379104614258,0.6283137202262878,-0.06522262096405029,0.0025209670420736074,0.0,0.0,0.0
0,-0.8369429111480713,0.5089605450630188,0.07920606434345245,0.17889359593391418,0.0,0.0,0.0
0,-0.8322110176086426,0.486171156167984,0.24065300822257996,0.09886293113231659,0.0,0.0,0.0
0,-0.7342764139175415,0.5591084957122803,-0.37205561995506287,-0.08362763375043869,0.0,0.0,0.0
0,-0.7919886708259583,0.5214210152626038,-0.2032403200864792,-0.23727254569530487,0.0,0.0,0.0
0,-0.775740385055542,0.4515467882156372,-0.15395982563495636,-0.4101509749889374,0.0,0.0,0.0
0,-0.7007187008857727,0.39012113213539124,-0.08387941867113113,-0.5886691212654114,0.0,0.0,0.0
0,-0.4771789312362671,0.42709991335868835,-0.09807303547859192,-0.7600061297416687,0.0,0.0,0.0
0,-0.2576500475406647,0.3779029846191406,0.04319104924798012,-0.8864107131958008,0.0,0.0,0.0
0,0.32662448287010193,0.1634710431098938,0.346809446811676,-0.8621116876602173,0.0,0.0,0.0
0,0.4756680727005005,0.08789563924074173,0.3312585651874542,-0.808161735534668,0.0,0.0,0.0
0,0.6007840037345886,-0.06360294669866562,0.3390897214412689,-0.7188655734062195,0.0,0.0,0.0
0,0.7184990644454956,-0.17879217863082886,0.28439363837242126,-0.6071705222129822,0.0,0.0,0.0
0,0.863053023815155,-0.10356709361076355,0.30433717370033264,-0.3858283460140228,0.0,0.0,0.0
0,0.9398651123046875,-0.2511327266693115,0.10810069739818573,-0.19656577706336975,0.0,0.0,0.0
0,0.8932223916053772,-0.3745787739753723,0.22805364429950714,0.08350920677185059,0.0,0.0,0.0
0,0.8829595446586609,-0.3413570821285248,0.09757579863071442,0.3019534945487976,0.0,0.0,0.0
0,0.8075553178787231,-0.34678956866264343,-0.03917043283581734,0.47201645374298096,0.0,0.0,0.0
