time_boot_ms,press_abs,press_diff,temperature
184250,1007.76953125,-1.066796037779996e+31,3063
184270,1007.7487182617188,-1.066796037779996e+31,3062
184300,1007.78955078125,-1.066796037779996e+31,3062
184350,1007.7813720703125,-1.066796037779996e+31,3064
184370,1007.7771606445312,-1.066796037779996e+31,3063
185250,1007.774169921875,-1.066796037779996e+31,3063
185270,1007.7915649414062,-1.066796037779996e+31,3064
185310,1007.7911376953125,-1.066796037779996e+31,3063
185350,1007.7923583984375,-1.066796037779996e+31,3064
185370,1007.7677612304688,-1.066796037779996e+31,3064
186250,1007.7591552734375,-1.066796037779996e+31,3065
186280,1007.7901611328125,-1.066796037779996e+31,3065
186310,1007.7939453125,-1.066796037779996e+31,3065
186360,1007.7659301757812,-1.066796037779996e+31,3065
186380,1007.7685546875,-1.066796037779996e+31,3064
187260,1007.772216796875,-1.066796037779996e+31,3066
187280,1007.7815551757812,-1.066796037779996e+31,3066
187310,1007.7680053710938,-1.066796037779996e+31,3066
187360,1007.7539672851562,-1.066796037779996e+31,3066
187380,1007.7739868164062,-1.066796037779996e+31,3065
188260,1007.7661743164062,-1.066796037779996e+31,3067
188290,1007.7649536132812,-1.066796037779996e+31,3066
188320,1007.745361328125,-1.066796037779996e+31,3067
188360,1007.768798828125,-1.066796037779996e+31,3066
188390,1007.8040161132812,-1.066796037779996e+31,3067
188410,1007.78662109375,-1.066796037779996e+31,3067
189260,1007.7606201171875,-1.066796037779996e+31,3068
189290,1007.7371826171875,-1.066796037779996e+31,3068
189320,1007.7919921875,-1.066796037779996e+31,3068
189370,1007.7410278320312,-1.066796037779996e+31,3068
189390,1007.7504272460938,-1.066796037779996e+31,3068
190270,1007.7711791992188,-1.066796037779996e+31,3068
190290,1007.7648315429688,-1.066796037779996e+31,3068
190320,1007.7651977539062,-1.066796037779996e+31,3068
190390,1007.7515869140625,-1.066796037779996e+31,3068
191270,1007.7740478515625,-1.066796037779996e+31,3070
191290,1007.73583984375,-1.066796037779996e+31,3069
191330,1007.7252197265625,-1.066796037779996e+31,3069
191370,1007.7880249023438,-1.066796037779996e+31,3070
191400,1007.7740478515625,-1.066796037779996e+31,3070
192270,1007.7570190429688,-1.066796037779996e+31,3070
192300,1007.7604370117188,-1.066796037779996e+31,3070
192330,1007.7616577148438,-1.066796037779996e+31,3070
192380,1007.7442016601562,-1.066796037779996e+31,3070
192400,1007.7574462890625,-1.066796037779996e+31,3070
193280,1007.7496337890625,-1.066796037779996e+31,3071
193300,1007.7666625976562,-1.066796037779996e+31,3071
193330,1007.7734375,-1.066796037779996e+31,3071
193390,1007.7462768554688,-1.066796037779996e+31,3071
193400,1007.7564697265625,-1.066796037779996e+31,3071
194280,1007.7696533203125,-1.066796037779996e+31,3071
194300,1007.7806396484375,-1.066796037779996e+31,3072
194340,1007.7886962890625,-1.066796037779996e+31,3073
194390,1007.7772827148438,-1.066796037779996e+31,3072
194400,1007.7444458007812,-1.066796037779996e+31,3073
195290,1007.7826538085938,-1.066796037779996e+31,3073
195310,1007.7678833007812,-1.066796037779996e+31,3072
195340,1007.7678833007812,-1.066796037779996e+31,3072
195390,1007.758056640625,-1.066796037779996e+31,3073
195410,1007.779296875,-1.066796037779996e+31,3073
196290,1007.7597045898438,-1.066796037779996e+31,3074
196310,1007.7597045898438,-1.066796037779996e+31,3074
196340,1007.7774658203125,-1.066796037779996e+31,3074
196390,1007.773681640625,-1.066796037779996e+31,3074
196410,1007.7838745117188,-1.066796037779996e+31,3074
197290,1007.802490234375,-1.066796037779996e+31,3075
197320,1007.8021240234375,-1.066796037779996e+31,3075
197350,1007.8051147460938,-1.066796037779996e+31,3074
197400,1007.753662109375,-1.066796037779996e+31,3074
197420,1007.776123046875,-1.066796037779996e+31,3075
198300,1007.782470703125,-1.066796037779996e+31,3075
198320,1007.7710571289062,-1.066796037779996e+31,3074
198350,1007.7752685546875,-1.066796037779996e+31,3075
198400,1007.77490234375,-1.066796037779996e+31,3075
198420,1007.7553100585938,-1.066796037779996e+31,3075
199300,1007.7216796875,-1.066796037779996e+31,3075
199320,1007.7603149414062,-1.066796037779996e+31,3076
199350,1007.7734985351562,-1.066796037779996e+31,3076
199400,1007.7803344726562,-1.066796037779996e+31,3076
199420,1007.7450561523438,-1.066796037779996e+31,3075
200300,1007.7747192382812,-1.066796037779996e+31,3077
200320,1007.7772827148438,-1.066796037779996e+31,3076
200360,1007.8155517578125,-1.066796037779996e+31,3077
200410,1007.7875366210938,-1.066796037779996e+31,3076
200430,1007.7811279296875,-1.066796037779996e+31,3076
201300,1007.7937622070312,-1.066796037779996e+31,3078
201320,1007.797119140625,-1.066796037779996e+31,3078
201360,1007.7899169921875,-1.066796037779996e+31,3078
201410,1007.8035278320312,-1.066796037779996e+31,3078
201430,1007.8099365234375,-1.066796037779996e+31,3077
202310,1007.7809448242188,-1.066796037779996e+31,3078
202330,1007.7975463867188,-1.066796037779996e+31,3078
202360,1007.7775268554688,-1.066796037779996e+31,3078
202410,1007.7813110351562,-1.066796037779996e+31,3079
202430,1007.8085327148438,-1.066796037779996e+31,3079
203310,1007.799560546875,-1.066796037779996e+31,3079
203330,1007.8135375976562,-1.066796037779996e+31,3080
203370,1007.8237915039062,-1.066796037779996e+31,3080
203410,1007.802978515625,-1.066796037779996e+31,3079
203430,1007.8059692382812,-1.066796037779996e+31,3079
204310,1007.8063354492188,-1.066796037779996e+31,3079
204330,1007.7825317382812,-1.066796037779996e+31,3079
204370,1007.8067626953125,-1.066796037779996e+31,3080
204420,1007.7871704101562,-1.066796037779996e+31,3080
204440,1007.7931518554688,-1.066796037779996e+31,3080
205320,1007.8053588867188,-1.066796037779996e+31,3081
205340,1007.7981567382812,-1.066796037779996e+31,3081
205370,1007.7841796875,-1.066796037779996e+31,3080
205420,1007.8023681640625,-1.066796037779996e+31,3081
205440,1007.8023681640625,-1.066796037779996e+31,3081
206320,1007.7959594726562,-1.066796037779996e+31,3081
206340,1007.7959594726562,-1.066796037779996e+31,3081
206380,1007.81298828125,-1.066796037779996e+31,3081
206420,1007.7747802734375,-1.066796037779996e+31,3081
206440,1007.788330078125,-1.066796037779996e+31,3081
207320,1007.76953125,-1.066796037779996e+31,3082
207340,1007.7691650390625,-1.066796037779996e+31,3082
207390,1007.7937622070312,-1.066796037779996e+31,3082
207430,1007.7869873046875,-1.066796037779996e+31,3082
207450,1007.7767333984375,-1.066796037779996e+31,3082
208330,1007.8222045898438,-1.066796037779996e+31,3083
208350,1007.787353515625,-1.066796037779996e+31,3082
208390,1007.7805786132812,-1.066796037779996e+31,3082
208430,1007.767333984375,-1.066796037779996e+31,3083
208450,1007.7503662109375,-1.066796037779996e+31,3083
209330,1007.8187866210938,-1.066796037779996e+31,3083
209350,1007.7881469726562,-1.066796037779996e+31,3083
209390,1007.7991943359375,-1.066796037779996e+31,3083
209430,1007.8302001953125,-1.066796037779996e+31,3084
209460,1007.7715454101562,-1.066796037779996e+31,3083
209490,1007.799560546875,-1.066796037779996e+31,3084
210330,1007.8272094726562,-1.066796037779996e+31,3084
210350,1007.82421875,-1.066796037779996e+31,3084
210390,1007.7969970703125,-1.066796037779996e+31,3084
210440,1007.7901611328125,-1.066796037779996e+31,3084
210460,1007.8079833984375,-1.066796037779996e+31,3085
211340,1007.8092041015625,-1.066796037779996e+31,3085
211360,1007.8121948242188,-1.066796037779996e+31,3085
211390,1007.78076171875,-1.066796037779996e+31,3085
211440,1007.8114013671875,-1.066796037779996e+31,3085
211460,1007.80078125,-1.066796037779996e+31,3084
212340,1007.8338012695312,-1.066796037779996e+31,3086
212360,1007.8300170898438,-1.066796037779996e+31,3086
212400,1007.8023681640625,-1.066796037779996e+31,3085
212440,1007.8262329101562,-1.066796037779996e+31,3085
212460,1007.8330078125,-1.066796037779996e+31,3085
213340,1007.7946166992188,-1.066796037779996e+31,3087
213370,1007.7938232421875,-1.066796037779996e+31,3086
213400,1007.8218383789062,-1.066796037779996e+31,3087
213450,1007.8005981445312,-1.066796037779996e+31,3086
213470,1007.7938232421875,-1.066796037779996e+31,3086
214350,1007.7669677734375,-1.066796037779996e+31,3087
214370,1007.7572021484375,-1.066796037779996e+31,3087
214400,1007.7542114257812,-1.066796037779996e+31,3087
214450,1007.73974609375,-1.066796037779996e+31,3087
214470,1007.760986328125,-1.066796037779996e+31,3087
215350,1007.7855834960938,-1.066796037779996e+31,3088
215370,1007.7872314453125,-1.066796037779996e+31,3089
215410,1007.7936401367188,-1.066796037779996e+31,3088
215460,1007.8182373046875,-1.066796037779996e+31,3089
215480,1007.7999877929688,-1.066796037779996e+31,3088
216350,1007.7808227539062,-1.066796037779996e+31,3089
216370,1007.7808227539062,-1.066796037779996e+31,3089
217360,1007.7824096679688,-1.066796037779996e+31,3090
217390,1007.8024291992188,-1.066796037779996e+31,3090
217410,1007.7824096679688,-1.066796037779996e+31,3090
217460,1007.806640625,-1.066796037779996e+31,3090
217490,1007.81005859375,-1.066796037779996e+31,3090
218360,1007.7551879882812,-1.066796037779996e+31,3090
218390,1007.7658081054688,-1.066796037779996e+31,3090
218390,1007.7658081054688,-1.066796037779996e+31,3090
218420,1007.7836303710938,-1.066796037779996e+31,3091
218470,1007.7593994140625,-1.066796037779996e+31,3090
218490,1007.755615234375,-1.066796037779996e+31,3090
219360,1007.7814331054688,-1.066796037779996e+31,3091
219390,1007.8056030273438,-1.066796037779996e+31,3092
219420,1007.8078002929688,-1.066796037779996e+31,3091
219470,1007.7911987304688,-1.066796037779996e+31,3091
219490,1007.7780151367188,-1.066796037779996e+31,3091
220370,1007.771240234375,-1.066796037779996e+31,3091
220390,1007.777587890625,-1.066796037779996e+31,3091
220430,1007.7950439453125,-1.066796037779996e+31,3091
220470,1007.7545776367188,-1.066796037779996e+31,3092
220490,1007.7860107421875,-1.066796037779996e+31,3092
221380,1007.7822265625,-1.066796037779996e+31,3092
221410,1007.76220703125,-1.066796037779996e+31,3092
221430,1007.7736206054688,-1.066796037779996e+31,3093
221490,1007.7872314453125,-1.066796037779996e+31,3093
221500,1007.7936401367188,-1.066796037779996e+31,3093
222370,1007.7936401367188,-1.066796037779996e+31,3093
222400,1007.773193359375,-1.066796037779996e+31,3093
222430,1007.7770385742188,-1.066796037779996e+31,3093
222480,1007.7808227539062,-1.066796037779996e+31,3093
